,Reviews
175,Not for bgmi
176,awesome phone 😘😘🥰😘😘🥰
177,"Battery backup is on low side, and have some heating issues, rest all is nice."
178,Mobile screen gets off..Fully hangingPoor performance
179,It's a freaking waste phone. Don't buy it. The google dialer is the worst part. Calls don't get answered properly. Either your voice will not be heard or the caller's voice you will not hear.
180,"Very worst costomer support, this mobile I'm purchased 1 week before, I'm switch on this mobile this mobile not on mode, and hanging now do not distrub options automatically taking this mobile, very worst mobile and very worst customer support services in flipkart."
181,"Worst phone is this price range, Getting straching noise during call, Repaired through service station but not rectified."
182,"Awesome performance, excellent camera quality"
183,Overall good experience expect battery performance.
184,"This Mobile build looking good all of u bought suitcase edition , cosmos black back side polycorbanate very poor quality"
185,"Camera -4/5Display-5/5Battery-4/5Performance-5/5Charging speed-5/5Am used 1month after giving this rating, normal usagers can buy this model okay, others gamer and continue mobile used people not buying this model.... mobile UI model lightly improve better it's UI NOT DECENT...."
186,"All-over performance verry good, but battry life is average...."
187,"I bought this phone on 5th Nov 2021, it's good buy. Camera, battery, display is really good, charger and charging time is mind-blowing...it takes hardly 29 min to get full charge"
188,Good
189,Everything is good except Google dialer.
190,Boss product🔥🔥🔥
191,Its a toatally powerpacked phone i am giving feedback after one month camera quality best.night mode is very decent  i have more image to tell camera quality but here is not option to upload more than 5 imgaes
192,Very smooth
193,It is a good product
194,Good mobile good quality mobile Tqu flipkart ❤️🤗
195,After using this phone for 6 month i can say this is the worst mobile i ever bought really not worthy for 29K. Camera is very very very poor
196,Super
197,Excellent camera very nice tha look
198,Everything is just perfect... Though battery little small... Giving around 6 hours of screen on time while surfing internet and doing regular tasks...
199,Only problem is that battery.Could not last a day. Need to carry charger everywhere for charging.Did not feel a flagship phone after holding in hand.
200,"All things ok,,,but battery 🤬"
201,Awesome phone value of 🤑💰 I love this phone best for gameing phone 📱
202,after long time  i m happy 😍
203,Really good phone but i recieved defective one the ear speaker is of very poor quality makes noises while making calls ... Applied for the return let's see how many days it would take... But not expected at such price these kinds of issues i will face...
204,In this price range osm phoneExcellent performanceExcellent cameraI impressed 😍❤️
205,"Great display. Love the charging speed. Performance is superb..Some cons- Mono speaker, camera is not good considering the price, battery also drains fast."
206,While I'm using more than 1week disappointed with battery Life but quick charger is best overall ok
207,Battery is very good... But in higher usages it consumes more.... Except that its a great choice...❤️🙌🏻
208,"Good ,but price high"
209,Mobile are heated in normal use.Mobile started heating on the first day.Battery performance not good.
210,Better delivery should be on time I got my product to late
211,Just Okay Not Perfect
212,No issues so far as well as performance is concerned
213,The phone is awesome 👌and I am happy to purchase it🤓
214,Superb camera and light weight    Love it
215,Good
216,Nice phone
217,Master level
218,Decent phone but front camera and phone battery not up to the mark.
219,Vary osm phone I love this phoneI use one week this phone was superb
220,Nothing to say close ur eyes and go for it
221,thank you for support product is awesome
222,Very good
223,Value for money 💸
224,"Absolute best. But only concern is it's battery. Drain fastly,but thanks for it's 65W superboost charger."
225,Super mobile tqs to filpkart
226,"Battery drains too quickly, rest the phone is good."
227,Excellent
228,Excellent camera performance but add some features
229,Phone is very good but battery is not good drane very first
230,Good
231,Best product
232,Fabulous
233,Yes it very good and weight less good performance .
234,Everything is fine but battery back up is not up to the mark
235,All good
236,Best mobile phone no issues
237,Excellent Mobile.
238,Good
239,Very good Mobile
240,Wow sooper product
241,Battery backup to poor
242,Fast and beautyful
243,"Battery is so fast draining that we need to charge at least twice every 24 hours, Only advantage is that it charges fast. We cant take the phone for granted for travel without carrying the charger with us."
244,Nice
245,Very nice product value for money.
246,"Super smartphone, amazing performanceBut the only thing that's making dissatisfied is speakers and storage type( UFS 2.2) , it would be great if they give dual stereo speakers and UFS 3.1/3.2 Excellent 👌"
247,Other than screen size and battery all are flagship quality
